Date,Open,High,Low,Close,Volume,Dividend,Split,Adj_Open,Adj_High,Adj_Low,Adj_Close,Adj_Volume
2010-01-04,213.43,214.5,212.38,214.01,17633200.0,0.0,1.0,26.926264757878965,27.061255636813183,26.793797072943512,26.999437383843304,123432400.0
2010-01-05,214.6,215.59,213.25,214.38,21496600.0,0.0,1.0,27.073871606807035,27.198769709746173,26.90355601189003,27.04611647282056,150476200.0
2010-01-06,214.38,215.23,210.75,210.97,19720000.0,0.0,1.0,27.04611647282056,27.153352217768305,26.58815676204372,26.615911896030195,138040000.0
2010-01-07,211.75,212.0,209.05,210.58,17040400.0,0.0,1.0,26.714316461982243,26.745856386966874,26.373685272148233,26.566709613054172,119282800.0
2010-01-08,210.3,212.0,209.06,211.98,15986100.0,0.0,1.0,26.531384897071387,26.745856386966874,26.374946869147617,26.7433331929681,111902700.0
2010-01-11,212.8,213.0,208.45,210.11,16508200.0,0.0,1.0,26.846784146917695,26.872016086905397,26.297989452185117,26.50741455408307,115557400.0
2010-01-12,209.19,209.77,206.42,207.72,21230700.0,0.0,1.0,26.391347630139624,26.46452025610397,26.041885261309915,26.205892871229995,148614900.0
2010-01-13,207.87,210.93,204.1,210.65,21639000.0,0.0,1.0,26.224816826220774,26.610865508032656,25.749194757452543,26.57554079204987,151473000.0
2010-01-14,210.11,210.46,209.02,209.43,15460500.0,0.0,1.0,26.50741455408307,26.55157044906155,26.36990048115008,26.42162595812487,108223500.0
2010-01-15,210.93,211.6,205.87,205.93,21216700.0,0.0,1.0,26.610865508032656,26.695392506991464,25.97249742634373,25.98006700834004,148516900.0
2010-01-19,208.33,215.19,207.24,215.04,26071700.0,0.0,1.0,26.2828502881925,27.148305829770763,26.14533621525951,27.129381874779984,182501900.0
2010-01-20,214.91,215.55,209.5,211.725,21862600.0,0.0,1.0,27.112981113787978,27.19372332174863,26.430457137120566,26.71116246948378,153038200.0
2010-01-21,212.08,213.3138,207.21,208.072,21719800.0,0.0,1.0,26.755949162961958,26.911605000746103,26.14155142426135,26.250301085608356,152038600.0
2010-01-22,206.78,207.5,197.16,197.75,31491700.0,0.0,1.0,26.087302753287783,26.17813773724352,24.87364643987919,24.948080662842923,220441900.0
2010-01-25,202.51,204.7,200.19,203.075,38060700.0,0.0,1.0,25.548600834550292,25.824890577415655,25.255910330692917,25.619881065015555,266424900.0
2010-01-26,205.95,213.71,202.58,205.94,66682500.0,0.0,1.0,25.98259020233881,26.96158947386175,25.55743201354599,25.981328605339424,466777500.0
2010-01-27,206.85,210.58,199.531,207.884,61520300.0,0.0,1.0,26.096133932283482,26.566709613054172,25.172771088433432,26.226583062019913,430642100.0
2010-01-28,204.93,205.5,198.7,199.29,41910800.0,0.0,1.0,25.853907308401517,25.925818337366476,25.06793237778452,25.142366600748247,293375600.0
2010-01-29,201.08,202.2,190.25,192.063,44498300.0,0.0,1.0,25.368192463638206,25.50949132756935,24.001882913304,24.23061044929254,311488100.0
2010-02-01,192.37,196.0,191.3,194.73,26781300.0,0.0,1.0,24.26934147717367,24.727301187950506,24.13435059823945,24.567078369028582,187469100.0
2010-02-02,195.91,196.32,193.38,195.86,24940800.0,0.0,1.0,24.71594681495604,24.767672291930833,24.396762774111576,24.709638829959115,174585600.0
2010-02-03,195.17,200.2,194.42,199.23,21976000.0,0.0,1.0,24.62258863700153,25.2571719276923,24.52796886204764,25.134797018751936,153832000.0
2010-02-04,196.73,198.37,191.57,192.05,27059000.0,0.0,1.0,24.819397768905628,25.026299676804808,24.16841371722285,24.22897037319334,189413000.0
2010-02-05,192.625,196.0,190.85,195.46,30368100.0,0.0,1.0,24.301512200657992,24.727301187950506,24.077578733267114,24.659174949983704,212576700.0
2010-02-08,195.69,197.88,194.0,194.12,17081100.0,0.0,1.0,24.688191680969563,24.96448142383493,24.47498178807346,24.490120952066086,119567700.0
2010-02-09,196.42,197.5,194.75,196.19,22603100.0,0.0,1.0,24.780288261924685,24.91654073785829,24.569601563027355,24.751271530938826,158221700.0
2010-02-10,195.89,196.6,194.26,195.116,13227200.0,0.0,1.0,24.71342362095727,24.80299700791362,24.507783310057476,24.615776013204854,92590400.0
2010-02-11,194.88,199.75,194.06,198.67,19655200.0,0.0,1.0,24.58600232401936,25.200400062719968,24.48255137006977,25.064147586786362,137586400.0
2010-02-12,198.11,201.64,195.5,200.38,23409600.0,0.0,1.0,24.99349815482079,25.438841895603776,24.664221337981246,25.279880673681237,163867200.0
2010-02-16,201.94,203.69,201.52,203.4,19419200.0,0.0,1.0,25.476689805585334,25.697469280477748,25.423702731611154,25.660882967495578,135934400.0
2010-02-17,204.19,204.31,200.86,202.55,15585600.0,0.0,1.0,25.76054913044701,25.775688294439632,25.34043732965173,25.553647222547834,109099200.0
2010-02-18,201.63,203.89,200.92,202.928,15100900.0,0.0,1.0,25.43758029860439,25.722701220465453,25.34800691164804,25.601335589124595,105706300.0
2010-02-19,201.86,203.2,201.11,201.67,14838200.0,0.0,1.0,25.466597029590254,25.635651027507873,25.371977254636363,25.44262668660193,103867400.0
2010-02-22,202.34,202.5,199.19,200.416,13948700.0,0.0,1.0,25.527153685560744,25.547339237550908,25.129750630754394,25.284422422879025,97640900.0
2010-02-23,200.0,201.33,195.71,197.059,20539100.0,0.0,1.0,25.2319399877046,25.399732388622837,24.690714874968336,24.860904310185404,143773700.0
2010-02-24,198.23,201.44,197.84,200.656,16448800.0,0.0,1.0,25.008637318813413,25.41360995561607,24.95943503583739,25.314700750864272,115141600.0
2010-02-25,197.38,202.86,196.89,202.0,23754500.0,0.0,1.0,24.90140157386567,25.592756729528777,24.83958332089579,25.484259387581645,166281500.0
2010-02-26,202.38,205.17,202.0,204.62,18123600.0,0.0,1.0,25.532200073558283,25.88418563638676,25.484259387581645,25.814797801420575,126865200.0
2010-03-01,205.75,209.5,205.45,208.99,19646200.0,0.0,1.0,25.957358262351107,26.430457137120566,25.91951035236955,26.366115690151922,137523400.0
2010-03-02,209.93,210.83,207.74,208.85,20233800.0,0.0,1.0,26.484705808094134,26.598249538038804,26.208416065228768,26.348453332160528,141636600.0
2010-03-03,208.94,209.87,207.94,209.33,13287600.0,0.0,1.0,26.359807705154996,26.477136226097823,26.233648005216473,26.40900998813102,93013200.0
2010-03-04,209.28,210.92,208.63,210.71,13072900.0,0.0,1.0,26.40270200313409,26.60960391103327,26.320698198174053,26.583110374046182,91510300.0
2010-03-05,214.94,219.7,214.63,218.95,32129300.0,0.0,1.0,27.11676590478613,27.7172860764935,27.07765639780519,27.62266630153961,224905100.0
2010-03-08,220.01,220.09,218.25,219.08,15353200.0,0.0,1.0,27.756395583474443,27.766488359469527,27.534354511582645,27.63906706253162,107472400.0
2010-03-09,218.31,225.0,217.89,223.02,32866400.0,0.0,1.0,27.541924093578956,28.385932486167675,27.488937019604773,28.1361362802894,230064800.0
2010-03-10,223.8295,225.48,223.2,224.84,21293500.0,0.0,1.0,28.238262557389632,28.446489142138162,28.158845026278332,28.365746934177512,149054500.0
2010-03-11,223.91,225.5,223.32,225.5,14489300.0,0.0,1.0,28.248418413234685,28.449012336136935,28.173984190270954,28.449012336136935,101425100.0
2010-03-12,227.37,227.73,225.75,226.6,14868700.0,0.0,1.0,28.684930975021974,28.73034846699984,28.480552261121566,28.58778800606931,104080900.0
